hospital,highest_bill
"Burnett LLC",40170.01
"Burnett PLC",16139.33
Burnett-Blake,45555.30
Burnett-Hart,34445.08
Burnett-Hayes,18340.16
Burnett-Morgan,18430.35
Burnett-Norris,12416.36
Burnett-Welch,2669.32
Burnett-Wilcox,17589.65
Burnett-Williams,35095.96
Burnett-Young,13463.43
"Burnett, and Griffith Wade",32035.21
"Burns Allen, and Simon",49358.67
"Burns and Howard Glass,",5753.28
"Burns and Stout, Stanley",9875.28
"Burns and Williams Thompson,",36157.70
"Burns Booth Hurst, and",28351.71
"Burns Group",21084.50
"Burns Inc",36325.73
"Burns LLC",41676.90
"Burns Ltd",49206.02
"Burns Lutz Huffman, and",8755.14
"Burns Mckay and Lawson,",45856.73
"Burns Peterson, and Johnson",32984.89
"Burns PLC",41696.01
"Burns Powell and Castro,",4836.86
"Burns Rowe Schultz, and",39392.21
"Burns Sons and",46140.67
"Burns Sullivan Pham, and",31162.26
"Burns Tate Gregory, and",47954.50
Burns-Bennett,35909.69
Burns-Benson,6095.85
Burns-Branch,13127.00
Burns-Butler,9062.11
Burns-Callahan,3825.09
Burns-Dominguez,34379.22
Burns-Drake,47173.57
Burns-Foster,24223.13
Burns-Gross,7695.38
Burns-Hernandez,30515.53
Burns-Hill,48658.95
Burns-Hood,31628.08
Burns-Johnson,17776.34
Burns-Martin,46282.22
Burns-Massey,28090.65
Burns-Mays,15720.16
Burns-Murray,20058.19
Burns-Rose,51257.62
Burns-Sharp,45058.43
Burns-Smith,27968.37
Burns-Townsend,43545.04
Burns-Warner,41793.96
Burns-Watson,11005.89
Burns-Wright,13417.36
"Burns, and Cooper Rosario",33340.52
"Burns, and Nelson Cooper",48368.84
"Burns, and Sanders Anderson",12855.10
"Burns, Johnson and Salazar",46257.20
"Burns, Morrow and Steele",37410.79
"Burton and Curry, Parker",7459.10
"Burton and Miles Welch,",36571.33
"Burton and Perry Martin,",13687.19
"Burton and Ray Reynolds,",35121.72
"Burton Cook and Smith,",12194.15
"Burton Horn and Rangel,",11465.30
"Burton Inc",26543.67
"Burton LLC",48383.94
"Burton Ltd",17660.26
"Burton Mercado, and Cohen",30751.15
"Burton Peterson and Williams,",13750.61
"Burton PLC",9141.64
"Burton Robertson, Wilson and",28460.60
"Burton Wang, Garrison and",6533.91
"Burton Warner Martinez, and",7879.51
Burton-Brown,44305.99
Burton-Chambers,42266.51
Burton-Cooper,45844.38
Burton-Davenport,21914.03
Burton-Duncan,16110.46
Burton-English,31402.44
Burton-Fuentes,12132.32
Burton-Garcia,40521.70
Burton-Gonzalez,2271.98
Burton-Gregory,16147.82
Burton-Hall,3433.11
Burton-Hernandez,37516.60
Burton-Howe,7271.66
Burton-Juarez,31550.05
Burton-Moore,22240.96
Burton-Peterson,16810.47
Burton-Reyes,30340.90
Burton-Smith,44853.09
Burton-Taylor,11712.83
Burton-Williams,28716.73
"Burton, and Zuniga Wilson",33786.91
"Burton, Bates and Doyle",29877.30
"Burton, Bentley Duran and",13994.63
"Burton, Clark and Evans",32517.92
"Burton, Gibson and Ryan",24647.22
"Bush and Sons",32008.29
"Bush Boyd and Mcbride,",19415.41
"Bush Fields and Francis,",13297.51
"Bush Foster, Thompson and",41201.71
"Bush Gonzalez, Gibson and",36884.02
"Bush Group",38565.67
"Bush LLC",37426.45
"Bush Ltd",44704.46
"Bush Miller, and Marquez",24004.44
"Bush PLC",49940.50
"Bush Sons and",28835.85
"Bush Wright, Cameron and",17047.71
Bush-Brown,17813.93
Bush-Khan,34614.62
Bush-Lee,47598.99
Bush-Martin,46066.09
Bush-Maxwell,23271.23
Bush-Roberson,44087.12
Bush-Rodgers,915.27
Bush-Sanchez,2850.33
Bush-Schmitt,9754.40
Bush-Smith,33322.68
Bush-Taylor,2279.69
"Bush, and Mckinney Costa",17347.36
"Bush, Boyd and Roberts",24663.16
"Bush, Lewis Alvarez and",22025.05
"Butler and Bowman Martin,",30173.32
"Butler and Butler Andrews,",25511.33
"Butler and Friedman Stephens,",28136.56
"Butler and Hunt, Dillon",33799.12
"Butler and May, Baldwin",16190.02
"Butler and Sons",47212.91
"Butler Arnold Charles, and",13887.12
"Butler Banks, Wolfe and",8787.72
"Butler Barnes and Fox,",17955.44
"Butler Group",9218.64
"Butler Henderson and Jones,",47152.77
"Butler Hull, and Jackson",23110.71
"Butler Inc",41449.16
"Butler LLC",46063.15
"Butler Ltd",41131.89
"Butler Mathis and Mooney,",9573.39
"Butler Morales, Brown and",2555.62
"Butler PLC",22456.57
"Butler Richards, Jackson and",48152.19
"Butler Spencer Jones, and",10287.69
"Butler Williams, and Aguirre",2781.10
Butler-Banks,11703.21
Butler-Bell,26258.36
Butler-Bennett,38969.15
Butler-Dixon,40346.41
Butler-Dunn,31118.02
Butler-Goodman,24482.86
Butler-Hines,47293.53
Butler-Holland,44351.40
Butler-Johnson,3134.70
Butler-Kim,26432.43
Butler-Martinez,21311.58
Butler-Matthews,2552.82
Butler-Montoya,26734.94
Butler-Myers,3236.27
Butler-Osborn,18901.36
Butler-Pope,30839.35
Butler-Powell,3933.48
Butler-Robbins,13020.34
Butler-Rodriguez,22366.33
Butler-Rogers,9609.48
Butler-Shields,13057.30
Butler-Smith,39416.93
Butler-Taylor,14120.18
Butler-Thomas,9039.41
Butler-Underwood,14855.53
Butler-Walters,20716.26
Butler-Watson,8714.36
"Butler, and Delgado Mcdonald",16510.63
"Butler, Butler Coleman and",39218.64
"Butler, Carpenter Wu and",1522.23
"Butler, Harper Simpson and",40902.98
"Butler, Malone Henderson and",2099.28
"Byrd and Lopez Clark,",41355.05
"Byrd Gonzalez and Scott,",9276.84
"Byrd Group",41771.52
"Byrd LLC",27186.17
"Byrd Ltd",33350.67
"Byrd Luna, Smith and",5253.04
"Byrd Moore, and Norton",33762.13
"Byrd Mora and Hernandez,",35469.20
"Byrd PLC",16425.33
Byrd-Bates,16973.69
Byrd-Castillo,30122.26
Byrd-Fernandez,32235.48
Byrd-Howell,27734.58
Byrd-Macdonald,29519.49
Byrd-Miller,45610.71
Byrd-Parsons,19350.55
Byrd-Porter,22540.61
Byrd-Randall,19383.20
Byrd-Rice,40671.03
Byrd-Scott,29929.31
Byrd-Wall,33623.61
"Byrd, and Hughes Johnson",3081.22
"Byrd, Brooks Harris and",4354.31
"Byrd, Clark and Wheeler",42268.64
"Byrd, Dominguez Marquez and",45726.38
"Byrd, Jones James and",39591.16
"Byrd, Morris and Riddle",37801.94
"Byrd, Perry and Hill",22687.88
"Byrd, White Garcia and",27679.35
"Cabrera and Graves Rose,",45210.67
"Cabrera Barnes, Harper and",26686.20
"Cabrera King, Henderson and",39892.60
"Cabrera LLC",8659.95
"Cabrera Martinez, and Henderson",4704.23
"Cabrera Stevens, and Hayes",22110.64
"Cabrera Young and Salazar,",37795.32
Cabrera-Baker,51350.51
Cabrera-Brown,27332.56
Cabrera-Hardin,7322.25
Cabrera-Lawrence,32809.02
Cabrera-Mcclure,9444.22
Cabrera-Moore,39138.59
Cabrera-Park,45224.57
Cabrera-Taylor,29421.08
"Cabrera, and Anderson Clark",19995.35
"Cabrera, Newman and Taylor",47391.29
"Cain and Gay Thomas,",20540.24
"Cain and Miller Mason,",19644.46
"Cain Group",13265.73
"Cain Inc",24650.44
"Cain LLC",7070.44
"Cain Martinez and Marshall,",13963.06
"Cain PLC",25309.47
Cain-Bowers,21561.20
Cain-Carter,9747.21
Cain-Hoover,48484.69
Cain-Horton,33545.74
Cain-Mccormick,27166.95
Cain-Miller,45858.97
Cain-Patton,27225.32
Cain-Robbins,43673.27
Cain-Stone,22368.38
"Cain, Phillips and Medina",3236.76
"Cain, Ward and Mccormick",4029.97
"Calderon and Sons",5153.94
"Calderon Horn Doyle, and",3079.60
"Calderon Inc",29370.77
"Calderon King, and Davidson",16680.02
"Calderon LLC",42140.22
"Calderon Ltd",36999.26
"Calderon Obrien, Johnson and",31506.82
"Calderon Ramirez, and Roberts",46671.78
"Calderon Rivera and Fernandez,",37980.11
Calderon-Jenkins,11205.19
Calderon-Rodriguez,19954.13
Calderon-Ross,17269.58
Calderon-Weaver,841.86
Calderon-Welch,29440.72
"Calderon, Bush and Martin",27398.67
"Caldwell Group",26424.35
"Caldwell Inc",22658.10
"Caldwell Jones and Craig,",45012.65
"Caldwell Ltd",46268.35
"Caldwell Smith Nielsen, and",20458.42
"Caldwell Snyder, Smith and",21419.27
"Caldwell Taylor, Wright and",30771.97
"Caldwell Weber and Cooper,",27234.42
"Caldwell Zamora and Powell,",9001.28
Caldwell-Adams,44209.84
Caldwell-Boyd,50502.27
Caldwell-Carter,3366.87
Caldwell-Garza,13796.19
Caldwell-Howard,30497.84
Caldwell-James,22633.67
Caldwell-Sanchez,23613.74
Caldwell-Swanson,16655.05
Caldwell-Velez,40374.19
"Caldwell, Miller and Collins",44374.84
"Caldwell, Moreno Cook and",3347.45
"Calhoun and Jones Jacobs,",50283.97
"Calhoun and Tran Leblanc,",8239.95
"Calhoun Ewing, and Morris",17349.65
"Calhoun Group",27342.64
"Calhoun King and Nelson,",41465.65
"Calhoun LLC",24641.53
"Calhoun PLC",11425.68
"Calhoun Ramirez Jackson, and",47823.24
Calhoun-Blake,45660.65
Calhoun-Brock,8688.75
Calhoun-Burns,36522.89
Calhoun-Clay,45285.77
Calhoun-Colon,44122.91
Calhoun-Miller,28997.98
Calhoun-Orozco,6029.45
Calhoun-Romero,3942.76
Calhoun-Schwartz,27366.03
Calhoun-Woods,24943.25
"Callahan Group",37601.83
"Callahan Inc",30173.14
"Callahan LLC",18920.77
"Callahan PLC",38465.15
Callahan-Ball,5284.88
Callahan-Charles,19148.12
Callahan-Coleman,10118.32
Callahan-Davis,45407.37
Callahan-Johnson,30943.37
Callahan-Jones,19464.66
Callahan-Riley,4941.02
Callahan-Turner,43668.54
Callahan-Wagner,9183.80
Callahan-Young,7235.17
"Callahan, and Horton Kramer",41630.55
"Callahan, Rowland Oliver and",17481.35
"Callahan, Williams Foley and",40326.15
"Camacho and Bolton, White",48061.34
"Camacho and Brennan, Watson",23858.92
"Camacho and Kaufman, Parsons",876.28
"Camacho Bridges, White and",8424.67
"Camacho LLC",40269.81
"Camacho Ltd",9806.37
"Camacho Mejia and Morgan,",31187.32
"Camacho PLC",45116.79
Camacho-Arnold,246.70
Camacho-Howard,21590.54
Camacho-Mckenzie,25022.27
Camacho-Nelson,13093.17
Camacho-Parker,24413.49
Camacho-Riley,19054.66
Camacho-Taylor,39002.52
Camacho-Walters,26130.23
"Camacho, and Jones Young",22442.44
"Camacho, Garcia and Bruce",38830.58
"Camacho, Wilson Evans and",13741.46
"Cameron Black Davis, and",31555.50
"Cameron Hill and Beck,",17662.63
"Cameron Inc",33506.66
"Cameron Ltd",6201.54
"Cameron PLC",4874.48
Cameron-Alexander,48258.31
Cameron-Brown,32880.81
Cameron-Buchanan,22030.57
Cameron-Choi,17862.32
Cameron-Gillespie,36008.31
Cameron-Jackson,36225.57
Cameron-Lawson,19960.47
Cameron-Le,37252.22
Cameron-Sutton,29290.44
Cameron-Williams,41606.70
"Cameron, and Jones Russell",47377.50
"Cameron, Anderson and Osborn",32667.37
"Campbell and Collins, Rowe",20627.51
"Campbell and Dalton, Johnson",15399.90
"Campbell and Garcia Watson,",11330.77
"Campbell and Hood, Terrell",21633.00
"Campbell and Jimenez Richardson,",12756.66
"Campbell and Johnson, Erickson",29139.57
"Campbell and Kim, Craig",21489.24
"Campbell and Lam Fuentes,",39364.02
"Campbell and Lynch Martin,",16934.98
"Campbell and Miller Holland,",31695.34
"Campbell and Rowland, Smith",5859.24
"Campbell Chavez and Smith,",5074.59
"Campbell Davies, and Yates",1577.90
"Campbell Fernandez and Castro,",36085.33
"Campbell Giles Grant, and",26997.86
"Campbell Glenn, Clark and",17204.50
"Campbell Gray Friedman, and",41603.90
"Campbell Group",23322.68
"Campbell Inc",50150.08
"Campbell Jimenez, and Thomas",13803.18
"Campbell Johns and Alexander,",12018.37
"Campbell Johnson Chambers, and",5781.51
"Campbell LLC",50031.74
"Campbell Ltd",37037.12
"Campbell Murray and Anderson,",24028.51
"Campbell Nichols, Garcia and",10664.69
"Campbell PLC",40419.06
"Campbell Ruiz, and Duke",43172.59
"Campbell Smith and Jenkins,",42385.42
"Campbell Snyder and Avery,",25049.18
"Campbell Sons and",37579.21
"Campbell Taylor and Le,",44788.75
"Campbell Williams, Jefferson and",12430.13
Campbell-Alvarez,37266.98
Campbell-Anderson,39663.86
Campbell-Arroyo,9434.46
Campbell-Baker,40832.78
Campbell-Bird,30902.67
Campbell-Blevins,22500.53
Campbell-Bridges,49611.46
Campbell-Bryant,17347.89
Campbell-Cannon,30215.40
Campbell-Church,1348.29
Campbell-Ellis,36445.20
Campbell-Ferguson,5366.14
Campbell-Fitzgerald,40675.89
Campbell-Flores,6856.06
Campbell-Fry,46895.91
Campbell-Gonzalez,23876.02
Campbell-Hall,43343.50
Campbell-Hamilton,22615.19
Campbell-Harrington,44840.20
Campbell-Hernandez,3337.32
Campbell-Hodges,44639.03
Campbell-Hughes,48033.01
Campbell-Johnson,34041.38
Campbell-Kelly,2939.72
Campbell-Lester,16324.12
Campbell-Macias,13385.99
Campbell-Martin,37873.08
Campbell-Martinez,3197.50
Campbell-Mathews,49616.84
Campbell-Maxwell,22377.38
Campbell-Miller,13304.50
Campbell-Miranda,15152.41
Campbell-Morales,10372.11
Campbell-Obrien,14759.31
Campbell-Perez,25949.08
Campbell-Perkins,10861.01
Campbell-Pierce,13663.77
Campbell-Reese,29725.46
Campbell-Richardson,46695.47
Campbell-Roberts,35412.97
Campbell-Rodgers,5570.05
Campbell-Ryan,36841.60
Campbell-Smith,19323.34
Campbell-Spears,2671.58
Campbell-Steele,20603.60
Campbell-White,4500.30
Campbell-Wood,48543.81
Campbell-Woods,32120.04
"Campbell, and Baker Thornton",41702.78
"Campbell, and Butler Alvarez",40763.20
"Campbell, and Howard Aguirre",21276.85
"Campbell, and King Frank",21719.67
"Campbell, and Moore Mcguire",20857.37
"Campbell, Beasley and Ochoa",11397.96
"Campbell, Brewer Hunter and",37994.78
"Campbell, Chavez and Parsons",7022.55
"Campbell, Glover Fisher and",24794.65
"Campbell, Hall Bennett and",16233.51
"Campbell, Hawkins and Johnson",22937.39
"Campbell, King and Powell",36337.98
"Campbell, Maldonado Lozano and",6321.19
"Campbell, Robinson and Ramirez",14609.03
"Campbell, Russell and Smith",10403.02
"Campbell, Smith Lewis and",26248.87
"Campbell, Thomas Irwin and",17107.74
"Campos Allen and Wilson,",26200.51
"Campos and Hudson Brown,",40963.26
"Campos Group",15808.73
"Campos Inc",36728.75
"Campos LLC",47546.40
"Campos Ltd",33264.30
"Campos Owens and Patrick,",42817.49
"Campos PLC",28474.14
"Campos Travis Gray, and",35468.20
"Campos Walters and Smith,",42734.21
Campos-Bailey,13983.01
Campos-Ball,31673.43
Campos-Barry,17271.35
Campos-Carter,24460.25
Campos-Clark,41050.95
Campos-Flores,4813.66
Campos-Hernandez,9968.88
Campos-Johnson,37863.28
Campos-King,20414.97
Campos-Martinez,23797.90
Campos-Webster,32386.56
"Campos, and Ramirez Walters",47259.83
"Cannon and Durham Patterson,",4912.74
"Cannon and Marquez, Mcguire",50676.22
"Cannon and Orozco, Gilbert",21973.01
"Cannon Group",40501.43
"Cannon PLC",47615.65
"Cannon Sons and",35158.24
Cannon-Bender,17561.98
Cannon-Chambers,26164.02
Cannon-Dorsey,37291.17
Cannon-Gray,31584.67
Cannon-Henderson,46201.38
Cannon-Johnson,19028.55
Cannon-Kelly,834.79
Cannon-Little,22079.77
Cannon-Martin,12780.14
Cannon-Mcgee,16771.31
Cannon-Murphy,13040.96
Cannon-Petersen,46038.58
Cannon-Proctor,16473.32
Cannon-Roberts,7988.41
Cannon-Sanchez,30171.01
"Cannon, Aguilar Curry and",11152.23
"Cantrell and Armstrong Marshall,",28350.04
"Cantrell Hamilton and Jones,",48952.58
"Cantrell Herring, and Moreno",2207.50
"Cantrell Lane, Diaz and",19659.66
"Cantrell LLC",24170.53
"Cantrell Norris, and Terry",17142.94
Cantrell-Griffith,6662.24
Cantrell-Nichols,17825.35
Cantrell-Page,18278.69
Cantrell-Robertson,8096.84
"Cantrell, Gonzalez and Kane",17064.95
"Cantu and Tanner Rojas,",7437.42
"Cantu Group",42314.91
"Cantu LLC",8522.86
"Cantu Martinez, Ibarra and",41762.51
Cantu-Atkinson,19371.96
Cantu-Berry,48175.47
Cantu-Davis,21444.81
Cantu-Espinoza,26525.99
Cantu-Gray,13836.88
Cantu-Hendricks,39036.59
Cantu-Riley,22328.58
Cantu-Spears,26765.44
"Cardenas and Moore, Ellis",25090.27
"Cardenas Collins, and Jones",37179.20
"Cardenas Harris Miller, and",35754.42
"Cardenas LLC",34742.97
"Cardenas PLC",36247.24
Cardenas-Beck,19888.50
Cardenas-Dixon,21424.91
Cardenas-Estes,6597.31
Cardenas-Jackson,41922.14
Cardenas-Jones,33126.87
Cardenas-Key,26342.64
Cardenas-Montgomery,41554.23
Cardenas-Morrison,2407.11
"Cardenas, and Fields Nichols",4289.03
"Cardenas, and Fox Simon",15885.67
"Cardenas, Greene and Mcintosh",30800.35
"Carey Davis, Turner and",41222.24
"Carey Gonzales White, and",30923.32
"Carey Hale Mitchell, and",28340.94
"Carey PLC",11958.83
"Carey Romero, and Osborne",42900.48
Carey-Adams,4911.14
Carey-Brown,17097.37
Carey-Dalton,21497.54
Carey-Jackson,15187.45
Carey-Lee,37751.55
Carey-Lopez,49369.94
Carey-Saunders,25936.90
Carey-Stone,38545.33
Carey-Tate,3342.63
Carey-Thompson,35300.56
Carey-Williams,15582.37
Carey-Young,19796.70
"Carlson and Collins, Knapp",47814.67
"Carlson Austin, Smith and",38059.55
"Carlson Boyd and Martinez,",22218.38
"Carlson Campbell, and Atkins",21212.63
"Carlson Davis Wise, and",24949.89
"Carlson Group",32700.10
"Carlson Gutierrez Miller, and",2973.97
"Carlson Harris Jones, and",9931.26
"Carlson Hicks, Fitzgerald and",30317.26
"Carlson Inc",5699.56
"Carlson Johnson Gibson, and",48862.32
"Carlson Lewis, Miller and",42099.15
"Carlson LLC",38752.19
"Carlson Morris, Carlson and",34466.91
"Carlson PLC",34910.33
"Carlson Powell and Johnson,",43073.66
"Carlson Ramirez and Atkinson,",23397.46
"Carlson Ramos, Newman and",29015.61
"Carlson Santana, Atkins and",14683.16
"Carlson Sutton, and Beasley",8263.83
"Carlson Williams, Short and",8045.37
"Carlson Wright, Valenzuela and",48070.19
Carlson-Brown,20850.09
Carlson-Carter,16596.34
Carlson-Christensen,45263.37
Carlson-Coleman,31666.32
Carlson-Davis,20063.62
Carlson-Delacruz,46267.99
Carlson-Hart,19872.57
Carlson-Holland,7381.42
Carlson-Jackson,46474.46
Carlson-Love,11110.65
Carlson-Mcfarland,7421.74
Carlson-Perry,15870.73
Carlson-Roman,44086.06
Carlson-Smith,8177.03
Carlson-Stone,30324.45
Carlson-Yang,31548.19
"Carlson, and Chandler Campbell",41575.93
"Carlson, and Wilkinson Jones",14354.07
"Carlson, Reynolds King and",16658.35
"Carlson, Williams Olson and",20165.73
"Carney Friedman, and Weeks",22605.14
"Carney Gutierrez Smith, and",19046.43
Carney-Brown,43850.03
Carney-Chavez,24409.12
Carney-Douglas,1416.04
Carney-Dunn,34650.85
Carney-Johnson,17515.87
Carney-Sampson,2787.81
Carney-Solis,3476.17
"Carney, and Brown Taylor",18786.03
"Carpenter and Henson, Murray",10682.55
"Carpenter and Mcdonald Cox,",8555.24
"Carpenter and Sellers, Bryan",4792.05
"Carpenter and Sons",39587.92
"Carpenter Banks, Garner and",6802.28
"Carpenter Goodwin, Rich and",28402.80
"Carpenter Group",31397.35
"Carpenter Inc",28774.10
"Carpenter LLC",33564.73
"Carpenter Ltd",50089.29
"Carpenter Marshall, and Washington",33324.42
"Carpenter Martinez, and Estes",20309.23
"Carpenter Mcneil, and Morgan",44361.01
"Carpenter PLC",36140.44
"Carpenter Richard and Nunez,",49202.42
"Carpenter Russell and Banks,",16336.71
"Carpenter Walsh, Mccarthy and",42324.12
Carpenter-Anderson,43202.31
Carpenter-Bailey,21565.82
Carpenter-Chen,39180.30
Carpenter-Davies,27770.89
Carpenter-Dorsey,43776.49
Carpenter-Harmon,48488.91
Carpenter-Henderson,34586.60
Carpenter-Hooper,8316.75
Carpenter-Lewis,13150.95
Carpenter-Marquez,17876.55
Carpenter-Meyers,49453.87
Carpenter-Riggs,3612.74
Carpenter-Schmidt,19475.64
Carpenter-Smith,17277.15
Carpenter-Stanton,24506.10
Carpenter-Turner,17282.70
Carpenter-Warren,5536.15
"Carpenter, and Miller Dyer",11701.68
"Carpenter, and Tran Perez",25036.12
"Carpenter, Lewis and Hughes",40796.02
"Carpenter, Madden Santos and",19222.12
"Carpenter, Smith Henry and",24671.06
"Carr and Rocha, Freeman",10896.96
"Carr and Smith Mccarty,",5342.48
"Carr and Wright Burns,",23374.49
"Carr Freeman Crawford, and",42282.57
"Carr Group",47065.11
"Carr Harris, and Martinez",22755.34
"Carr Lewis, Robertson and",37910.88
"Carr LLC",21562.86
"Carr Ltd",37477.98
"Carr Medina, and Mills",35656.76
"Carr Miller Torres, and",13645.85
"Carr Noble and Stevenson,",6031.04
"Carr Paul, Miller and",7010.92
"Carr PLC",10549.60
"Carr Russell Prince, and",2797.56
"Carr Smith, and Smith",31588.53
"Carr Walls, Anderson and",37690.30
"Carr Williams Perry, and",41233.45
Carr-Espinoza,8783.15
Carr-Flowers,12073.82
Carr-Green,23852.33
Carr-Griffin,14700.39
Carr-Gutierrez,29679.32
Carr-Hanson,18939.57
Carr-Harris,20800.17
Carr-Johnston,2380.66
Carr-Nash,10605.65
Carr-Nelson,37102.43
Carr-Romero,38053.73
Carr-Smith,24639.16
Carr-Taylor,49348.91
Carr-Whitehead,8306.19
"Carr, and Carey Gonzales",26933.38
"Carr, Dunn Mcmillan and",38660.86
"Carr, Johnson and Hall",46095.72
"Carr, Morris and House",22467.36
"Carrillo and Chang, Flynn",19975.18
"Carrillo and Pineda Adams,",19221.49
"Carrillo Castillo, and Taylor",46470.09
"Carrillo Group",6925.55
"Carrillo Ltd",17997.24
"Carrillo Macdonald, Ellis and",23773.84
"Carrillo PLC",30676.08
"Carrillo Watkins and Carter,",1611.49
Carrillo-Berry,21850.90
Carrillo-Bullock,41102.56
Carrillo-Christensen,26166.16
Carrillo-Donaldson,47978.86
Carrillo-Gonzalez,44774.49
Carrillo-Gutierrez,46378.91
Carrillo-Jones,33726.90
Carrillo-Mueller,1713.55
Carrillo-Price,16920.16
Carrillo-Rodriguez,20160.35
"Carrillo, and Jefferson Blankenship",26334.02
"Carrillo, and Liu Baldwin",7185.42
"Carrillo, Banks Cruz and",33376.87
"Carrillo, Weaver and Bean",17537.50
"Carroll Adams and Petersen,",7233.06
"Carroll Aguilar, Smith and",14150.83
"Carroll and Hall Meyer,",23173.46
"Carroll and Jackson, Graves",29848.92
"Carroll Flores, and Barber",15398.32
"Carroll Group",46794.43
"Carroll Inc",39329.68
"Carroll Lewis Weiss, and",25462.71
"Carroll LLC",31525.96
"Carroll PLC",15049.95
Carroll-Ashley,39740.96
Carroll-Berry,11560.66
Carroll-Brown,47655.20
Carroll-Castillo,39901.52
Carroll-Clark,4805.75
Carroll-Cole,21658.46
Carroll-Crawford,45929.02
Carroll-Daniels,42554.55
Carroll-Davis,36516.68
Carroll-Garcia,29199.37
Carroll-Guzman,11549.36
Carroll-Hale,26681.83
Carroll-Hardy,38507.47
Carroll-Herrera,10935.39
Carroll-Howard,44984.24
Carroll-Huff,11564.62
Carroll-Johnson,40842.55
Carroll-Kim,46046.51
Carroll-Miller,47750.99
Carroll-Norman,17459.57
Carroll-Rogers,1299.12
Carroll-Saunders,3954.64
Carroll-Smith,12736.28
Carroll-Williams,41277.51
Carroll-Williamson,9858.99
Carroll-Wilson,16744.99
"Carroll, and Fields Smith",26073.74
